loss,accuracy,val_loss,val_accuracy
0.15488052368164062,0.9433321952819824,0.27356401085853577,0.9093444347381592
0.15046630799770355,0.9449669122695923,0.3180217742919922,0.8984276652336121
0.14646220207214355,0.9461798071861267,0.376444011926651,0.8792357444763184
0.14140401780605316,0.9482546448707581,0.33037006855010986,0.8985391855239868
0.13800333440303802,0.9491632580757141,0.33163267374038696,0.8985239863395691
0.13511596620082855,0.9501550793647766,0.3809114992618561,0.885771632194519
0.1310168355703354,0.9516680836677551,0.32824841141700745,0.8991324305534363
0.12823766469955444,0.9524347186088562,0.31895941495895386,0.9027324914932251
0.12373615056276321,0.9540654420852661,0.3646602928638458,0.892246663570404
0.12235020846128464,0.9545258283615112,0.6504961252212524,0.8354012370109558
0.1177467331290245,0.9563167095184326,0.3220940828323364,0.906144917011261
0.11584950238466263,0.9566615223884583,0.44179001450538635,0.8783230781555176
0.11327169090509415,0.9576107263565063,0.308999240398407,0.9091365337371826
0.11002127081155777,0.9585558176040649,0.349187433719635,0.8978292942047119
0.10688669234514236,0.9600668549537659,0.3227521777153015,0.908832311630249
0.10475160926580429,0.9605840444564819,0.3475808799266815,0.9034727811813354
0.10311907529830933,0.961287796497345,0.30195027589797974,0.9154239892959595
0.09959763288497925,0.9624398350715637,0.3199664354324341,0.9098312258720398
0.09773654490709305,0.9630848169326782,0.43311288952827454,0.8858324885368347
0.09554044902324677,0.9640035629272461,0.41332727670669556,0.8914353847503662
0.09497851133346558,0.9641455411911011,0.3413865566253662,0.9085635542869568
0.09213905036449432,0.9649730324745178,0.3424878716468811,0.911342203617096
0.09042526036500931,0.9659039974212646,0.4064010977745056,0.8942444920539856
0.08900482207536697,0.9663623571395874,0.3693699240684509,0.9056581854820251
0.08689530938863754,0.9670478701591492,0.5285412669181824,0.8742007613182068
0.08615125715732574,0.9674353003501892,0.3440510630607605,0.9105867147445679
0.08367923647165298,0.9682668447494507,0.4583790600299835,0.8926472663879395
0.08274407684803009,0.9681066274642944,0.36302754282951355,0.9141665101051331
0.0806267261505127,0.9692079424858093,0.40904518961906433,0.9041268825531006
0.0791911631822586,0.9697271585464478,0.3785289525985718,0.9073264002799988
0.07829083502292633,0.9700698852539062,0.46727436780929565,0.8877086043357849
0.07715944945812225,0.9703721404075623,0.3796199858188629,0.9092683792114258
0.07568425685167313,0.9709217548370361,0.4614557921886444,0.8985138535499573
0.0738072320818901,0.9717918634414673,0.5039339661598206,0.8841845989227295
0.07369379699230194,0.9718141555786133,0.415303498506546,0.9053995609283447
0.07342516630887985,0.9721325635910034,0.5682200193405151,0.8772633671760559
0.0714518204331398,0.9725828170776367,0.408652663230896,0.9086041450500488
0.06941673159599304,0.9732542037963867,0.41368794441223145,0.9059826731681824
0.06860043853521347,0.9737997651100159,0.3932735025882721,0.9094154238700867
0.06855005770921707,0.9737125635147095,0.42151379585266113,0.9027984142303467
0.06703568249940872,0.9743088483810425,0.4142017066478729,0.9041471481323242
0.06564806401729584,0.9748017191886902,0.38968777656555176,0.9156166315078735
0.06597353518009186,0.974714457988739,0.46104151010513306,0.9023065567016602
0.06408441066741943,0.9754466414451599,0.4594273269176483,0.9045984148979187
0.06420692056417465,0.9755359292030334,0.4609729051589966,0.9028237462043762
0.06269307434558868,0.9761545062065125,0.43881139159202576,0.9104903936386108
0.06072328984737396,0.9765337705612183,0.4514458179473877,0.9054654836654663
0.06137419119477272,0.9763430953025818,0.4280654191970825,0.9080260992050171
0.06136149913072586,0.976537823677063,0.4663574695587158,0.9059776067733765
0.05916641280055046,0.9774525165557861,0.4562608301639557,0.9045882821083069
0.059999316930770874,0.9769333004951477,0.4321020543575287,0.9084722995758057
0.058233022689819336,0.9775194525718689,0.4427144527435303,0.9101607799530029
0.05742018297314644,0.977912962436676,0.39877647161483765,0.9150487780570984
0.05707989260554314,0.9780893921852112,0.46630796790122986,0.9039697051048279
0.0563788004219532,0.9783733487129211,0.4311864376068115,0.9120216369628906
0.055641572922468185,0.9785680770874023,0.4629351496696472,0.9074785113334656
0.055763717740774155,0.9785599112510681,0.45917680859565735,0.9054908752441406
